Order_ID,Order_Date,Customer_ID,Customer_Name,Category,Product,Region,State,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode
ORD1191,2026-02-13,CUST1002,Omkar Pawar,Accessories,Backpack,West,Maharashtra,4,1505,0,6020,4628.59,1391.41,Debit Card
ORD1192,2026-04-18,CUST1047,Priya Patil,Furniture,Office Chair,East,Bihar,4,11765,0.1,42354.0,31785.54,10568.46,Credit Card
ORD1193,2026-05-13,CUST1035,Kunal More,Furniture,Bookshelf,North,Punjab,8,8825,0.15,60010.0,43085.65,16924.35,Net Banking
ORD1194,2026-04-01,CUST1020,Pooja Shah,Office Supplies,Notebook,South,Telangana,8,236,0,1888,1640.5,247.5,Debit Card
ORD1195,2026-03-15,CUST1008,Nikhil Shinde,Furniture,Bookshelf,South,Tamil Nadu,6,11511,0.1,62159.4,44175.99,17983.41,Net Banking
ORD1196,2026-04-08,CUST1006,Isha Gupta,Accessories,Backpack,South,Telangana,6,4252,0,25512,17744.05,7767.95,Cash
ORD1197,2026-06-17,CUST1045,Rahul Verma,Office Supplies,Notebook,South,Telangana,8,271,0,2168,1458.06,709.94,Credit Card
ORD1198,2026-01-28,CUST1007,Meera Nair,Furniture,Table Lamp,North,Delhi,1,1793,0.15,1524.05,1034.33,489.72,Debit Card
ORD1199,2026-05-01,CUST1042,Tanvi Jain,Electronics,Monitor,North,Punjab,3,20160,0,60480,52664.46,7815.54,Cash
ORD1200,2026-06-16,CUST1037,Pooja Shah,Furniture,Bookshelf,West,Goa,6,8206,0.05,46774.2,36854.96,9919.24,Net Banking
ORD1201,2026-01-10,CUST1012,Ananya Rao,Furniture,Desk,East,Odisha,3,13846,0,41538,36522.9,5015.1,UPI
ORD1202,2026-01-03,CUST1033,Omkar Pawar,Office Supplies,Pen Set,East,West Bengal,2,390,0.05,741.0,514.24,226.76,Debit Card
ORD1203,2026-02-19,CUST1048,Kunal More,Electronics,Monitor,North,Delhi,3,14417,0.1,38925.9,30695.18,8230.72,Debit Card
ORD1204,2026-05-26,CUST1043,Sneha Kulkarni,Furniture,Bookshelf,West,Gujarat,7,6375,0.1,40162.5,30281.44,9881.06,Credit Card
ORD1205,2026-02-05,CUST1049,Rahul Verma,Accessories,USB Hub,North,Punjab,4,1162,0,4648,3196.91,1451.09,Debit Card
ORD1206,2026-03-19,CUST1020,Neha Joshi,Electronics,Laptop,West,Gujarat,6,73570,0,441420,280810.36,160609.64,Cash
ORD1207,2026-06-25,CUST1009,Tanvi Jain,Office Supplies,Pen Set,North,Delhi,2,453,0.05,860.7,615.88,244.82,Credit Card
ORD1208,2026-04-27,CUST1044,Kavya Iyer,Office Supplies,Stapler,North,Delhi,8,332,0.15,2257.6,1870.46,387.14,UPI
ORD1209,2026-05-15,CUST1036,Akash Yadav,Accessories,Mouse,West,Maharashtra,6,1481,0,8886,7628.49,1257.51,Credit Card
ORD1210,2026-05-27,CUST1038,Tanvi Jain,Furniture,Office Chair,North,Haryana,6,7695,0.15,39244.5,28839.94,10404.56,UPI
ORD1211,2026-05-11,CUST1037,Priya Patil,Accessories,Mouse,East,Odisha,1,2056,0.1,1850.4,1210.73,639.67,Net Banking
ORD1212,2026-04-29,CUST1014,Nikhil Shinde,Office Supplies,Pen Set,West,Goa,1,470,0.1,423.0,290.25,132.75,UPI
ORD1213,2026-01-12,CUST1003,Ananya Rao,Accessories,Keyboard,West,Gujarat,2,2111,0.15,3588.7,3152.57,436.13,Cash
ORD1214,2026-02-16,CUST1025,Sahil Khan,Furniture,Office Chair,East,Odisha,7,17547,0.05,116687.55,102468.32,14219.23,UPI
ORD1215,2026-06-24,CUST1009,Pooja Shah,Furniture,Office Chair,East,Bihar,6,15707,0,94242,62803.17,31438.83,UPI
ORD1216,2026-01-06,CUST1030,Isha Gupta,Office Supplies,Pen Set,North,Delhi,7,337,0.15,2005.15,1440.92,564.23,Credit Card
ORD1217,2026-03-12,CUST1014,Rohan Mehta,Furniture,Bookshelf,West,Maharashtra,1,5348,0.1,4813.2,3753.72,1059.48,UPI
ORD1218,2026-06-02,CUST1015,Riya Desai,Electronics,Smartphone,East,Odisha,1,47257,0,47257,38398.23,8858.77,Credit Card
ORD1219,2026-01-15,CUST1039,Kunal More,Furniture,Office Chair,South,Telangana,5,13255,0,66275,55147.72,11127.28,Credit Card
ORD1220,2026-03-19,CUST1038,Neha Joshi,Furniture,Office Chair,West,Goa,4,15816,0.1,56937.6,39749.86,17187.74,Cash
ORD1221,2026-05-23,CUST1027,Meera Nair,Accessories,USB Hub,South,Telangana,6,596,0.1,3218.4,2652.96,565.44,Credit Card
ORD1222,2026-03-18,CUST1010,Omkar Pawar,Accessories,Backpack,South,Telangana,8,1653,0,13224,11119.12,2104.88,UPI
ORD1223,2026-05-24,CUST1042,Rohan Mehta,Accessories,Keyboard,North,Punjab,3,2406,0.1,6496.2,4437.83,2058.37,Cash
ORD1224,2026-04-05,CUST1013,Nikhil Shinde,Electronics,Headphones,West,Maharashtra,4,5587,0,22348,15415.65,6932.35,Net Banking
ORD1225,2026-02-25,CUST1013,Sneha Kulkarni,Accessories,USB Hub,West,Maharashtra,6,927,0.05,5283.9,4590.79,693.11,Cash
ORD1226,2026-03-04,CUST1030,Riya Desai,Furniture,Bookshelf,South,Tamil Nadu,4,9998,0.15,33993.2,23918.29,10074.91,Debit Card
ORD1227,2026-03-20,CUST1014,Isha Gupta,Office Supplies,Notebook,East,Odisha,8,172,0.1,1238.4,799.56,438.84,Debit Card
ORD1228,2026-04-16,CUST1010,Aditya Deshmukh,Electronics,Smartphone,East,Odisha,4,54865,0,219460,136990.7,82469.3,Debit Card
ORD1229,2026-02-28,CUST1049,Tanvi Jain,Accessories,Backpack,South,Tamil Nadu,4,3233,0.1,11638.8,8882.35,2756.45,Cash
ORD1230,2026-04-28,CUST1035,Priya Patil,Furniture,Desk,East,West Bengal,6,19005,0,114030,74848.06,39181.94,Net Banking
ORD1231,2026-01-09,CUST1046,Vikram Singh,Electronics,Headphones,North,Delhi,1,7901,0,7901,5745.78,2155.22,UPI
ORD1232,2026-02-25,CUST1032,Aarav Sharma,Accessories,Mouse,East,Bihar,1,1164,0.15,989.4,777.48,211.92,UPI
ORD1233,2026-05-17,CUST1033,Meera Nair,Accessories,Keyboard,South,Karnataka,1,748,0.15,635.8,513.58,122.22,Credit Card
ORD1234,2026-01-28,CUST1018,Sahil Khan,Electronics,Monitor,South,Tamil Nadu,3,17591,0,52773,35352.76,17420.24,UPI
ORD1235,2026-04-06,CUST1042,Priya Patil,Accessories,Backpack,West,Goa,4,2780,0,11120,7761.69,3358.31,UPI
ORD1236,2026-04-14,CUST1032,Meera Nair,Accessories,Backpack,North,Delhi,8,2444,0,19552,15359.16,4192.84,Debit Card
ORD1237,2026-05-25,CUST1003,Rohan Mehta,Electronics,Monitor,East,Odisha,1,23660,0,23660,15969.75,7690.25,Debit Card
ORD1238,2026-05-20,CUST1026,Rohan Mehta,Electronics,Smartphone,North,Haryana,6,29754,0,178524,155312.66,23211.34,Debit Card
ORD1239,2026-02-11,CUST1047,Rohan Mehta,Furniture,Table Lamp,North,Haryana,7,3121,0.15,18569.95,13115.02,5454.93,Net Banking
ORD1240,2026-03-30,CUST1050,Kavya Iyer,Electronics,Smartphone,South,Telangana,7,24401,0,170807,143145.73,27661.27,Net Banking
ORD1241,2026-04-12,CUST1025,Meera Nair,Office Supplies,Printer Paper,South,Telangana,5,265,0.1,1192.5,891.46,301.04,Credit Card
ORD1242,2026-06-24,CUST1010,Sahil Khan,Accessories,Backpack,West,Gujarat,5,1251,0,6255,5037.83,1217.17,Credit Card
ORD1243,2026-04-10,CUST1024,Rahul Verma,Office Supplies,Printer Paper,South,Tamil Nadu,2,434,0,868,539.33,328.67,UPI
ORD1244,2026-02-03,CUST1002,Rohan Mehta,Electronics,Headphones,East,West Bengal,7,2735,0.1,17230.5,13178.16,4052.34,Debit Card
ORD1245,2026-05-22,CUST1050,Rohan Mehta,Electronics,Headphones,East,Odisha,6,6090,0.1,32886.0,20494.84,12391.16,Net Banking
ORD1246,2026-03-04,CUST1032,Vikram Singh,Furniture,Desk,South,Tamil Nadu,7,18228,0,127596,83715.53,43880.47,UPI
ORD1247,2026-02-12,CUST1017,Pooja Shah,Accessories,Keyboard,West,Gujarat,7,1830,0.05,12169.5,9077.23,3092.27,Cash
ORD1248,2026-06-02,CUST1040,Sahil Khan,Furniture,Bookshelf,East,Odisha,2,11001,0,22002,15384.04,6617.96,Debit Card
ORD1249,2026-04-23,CUST1021,Neha Joshi,Office Supplies,Printer Paper,North,Punjab,3,470,0.05,1339.5,942.17,397.33,Cash
ORD1250,2026-03-23,CUST1018,Sahil Khan,Office Supplies,Pen Set,South,Tamil Nadu,8,476,0.15,3236.8,2664.9,571.9,Debit Card
ORD1251,2026-01-30,CUST1019,Rohan Mehta,Furniture,Bookshelf,North,Punjab,1,6447,0.1,5802.3,5020.0,782.3,Cash
ORD1252,2026-06-22,CUST1028,Sahil Khan,Accessories,USB Hub,North,Haryana,5,785,0,3925,2691.36,1233.64,UPI
ORD1253,2026-04-25,CUST1003,Isha Gupta,Accessories,USB Hub,East,Bihar,7,1692,0.15,10067.4,7567.86,2499.54,Net Banking
ORD1254,2026-06-02,CUST1042,Sahil Khan,Electronics,Headphones,West,Goa,4,2095,0.05,7961.0,5280.12,2680.88,Debit Card
ORD1255,2026-04-21,CUST1024,Sahil Khan,Electronics,Monitor,North,Punjab,2,9172,0.05,17426.8,11810.5,5616.3,Cash
ORD1256,2026-06-23,CUST1008,Vikram Singh,Furniture,Office Chair,East,West Bengal,1,10651,0.1,9585.9,6203.83,3382.07,Debit Card
ORD1257,2026-03-21,CUST1029,Omkar Pawar,Office Supplies,Printer Paper,East,West Bengal,4,483,0.15,1642.2,1224.36,417.84,Debit Card
ORD1258,2026-01-18,CUST1011,Pooja Shah,Office Supplies,Pen Set,West,Goa,2,122,0,244,205.15,38.85,Net Banking
ORD1259,2026-02-14,CUST1012,Neha Joshi,Furniture,Desk,East,Bihar,7,12422,0.1,78258.6,53237.95,25020.65,Cash
ORD1260,2026-04-12,CUST1014,Aditya Deshmukh,Electronics,Laptop,West,Goa,8,71465,0.15,485962.0,355570.49,130391.51,Debit Card
ORD1261,2026-06-30,CUST1030,Sneha Kulkarni,Electronics,Headphones,South,Karnataka,2,5929,0.15,10079.3,6739.12,3340.18,Debit Card
ORD1262,2026-06-21,CUST1008,Isha Gupta,Accessories,USB Hub,East,Bihar,6,1580,0.15,8058.0,5810.19,2247.81,Debit Card
ORD1263,2026-04-28,CUST1008,Pooja Shah,Furniture,Desk,North,Punjab,5,20332,0.15,86411.0,66834.05,19576.95,Debit Card
ORD1264,2026-01-30,CUST1025,Meera Nair,Furniture,Desk,North,Haryana,3,13116,0.15,33445.8,24114.44,9331.36,Credit Card
ORD1265,2026-05-05,CUST1029,Kavya Iyer,Furniture,Desk,North,Punjab,3,16091,0.1,43445.7,30198.98,13246.72,UPI
ORD1266,2026-04-02,CUST1044,Tanvi Jain,Electronics,Laptop,East,Odisha,3,80879,0,242637,201863.34,40773.66,Cash
ORD1267,2026-04-24,CUST1003,Rahul Verma,Accessories,USB Hub,North,Punjab,2,842,0.15,1431.4,898.95,532.45,Credit Card
ORD1268,2026-05-18,CUST1033,Sneha Kulkarni,Office Supplies,Pen Set,East,Bihar,8,186,0.15,1264.8,1028.35,236.45,Net Banking
ORD1269,2026-01-30,CUST1029,Riya Desai,Office Supplies,Notebook,West,Goa,6,278,0.15,1417.8,1182.27,235.53,Credit Card
ORD1270,2026-04-19,CUST1017,Isha Gupta,Electronics,Monitor,West,Gujarat,4,21058,0.05,80020.4,67813.33,12207.07,UPI
ORD1271,2026-04-23,CUST1040,Meera Nair,Electronics,Monitor,South,Telangana,4,21707,0,86828,72135.2,14692.8,Credit Card
ORD1272,2026-06-07,CUST1018,Kavya Iyer,Furniture,Office Chair,South,Telangana,4,17858,0,71432,59246.74,12185.26,Net Banking
ORD1273,2026-02-13,CUST1049,Meera Nair,Office Supplies,Printer Paper,West,Maharashtra,5,610,0.05,2897.5,2227.92,669.58,UPI
ORD1274,2026-03-12,CUST1049,Sahil Khan,Furniture,Office Chair,South,Karnataka,3,16492,0,49476,32556.36,16919.64,Cash
ORD1275,2026-02-06,CUST1033,Rahul Verma,Office Supplies,Notebook,West,Gujarat,7,240,0.1,1512.0,1115.13,396.87,Debit Card
ORD1276,2026-04-27,CUST1043,Isha Gupta,Accessories,USB Hub,East,Bihar,1,1170,0,1170,947.75,222.25,UPI
ORD1277,2026-05-17,CUST1022,Riya Desai,Accessories,Backpack,South,Tamil Nadu,7,1792,0,12544,9390.76,3153.24,Net Banking
ORD1278,2026-02-03,CUST1008,Neha Joshi,Accessories,USB Hub,East,West Bengal,6,2114,0,12684,8015.59,4668.41,Cash
ORD1279,2026-04-27,CUST1018,Rohan Mehta,Electronics,Laptop,South,Karnataka,4,79018,0,316072,268458.41,47613.59,Debit Card
ORD1280,2026-03-06,CUST1045,Pooja Shah,Electronics,Headphones,South,Telangana,3,4246,0,12738,9210.2,3527.8,Cash
ORD1281,2026-06-17,CUST1038,Pooja Shah,Electronics,Headphones,West,Maharashtra,2,6964,0,13928,9408.22,4519.78,Net Banking
ORD1282,2026-06-24,CUST1009,Tanvi Jain,Accessories,Mouse,East,Bihar,1,419,0.05,398.05,331.36,66.69,UPI
ORD1283,2026-02-28,CUST1025,Vikram Singh,Accessories,Backpack,South,Karnataka,2,1265,0,2530,1774.72,755.28,Credit Card
ORD1284,2026-01-18,CUST1048,Vikram Singh,Electronics,Laptop,North,Haryana,3,84998,0.1,229494.6,163241.53,66253.07,Cash
ORD1285,2026-06-07,CUST1038,Sahil Khan,Accessories,Mouse,North,Delhi,4,2161,0,8644,7374.32,1269.68,Debit Card
ORD1286,2026-04-20,CUST1036,Kavya Iyer,Office Supplies,Printer Paper,West,Maharashtra,3,655,0,1965,1359.8,605.2,Net Banking
ORD1287,2026-06-05,CUST1026,Ananya Rao,Office Supplies,Pen Set,North,Haryana,1,498,0.05,473.1,318.59,154.51,UPI
ORD1288,2026-03-03,CUST1001,Isha Gupta,Accessories,USB Hub,West,Goa,2,1290,0,2580,1934.72,645.28,Debit Card
ORD1289,2026-02-03,CUST1050,Rohan Mehta,Accessories,Backpack,North,Punjab,7,4425,0.05,29426.25,22424.35,7001.9,UPI
ORD1290,2026-05-31,CUST1033,Ananya Rao,Electronics,Headphones,West,Gujarat,5,1312,0,6560,4135.13,2424.87,Net Banking
ORD1291,2026-04-17,CUST1006,Ananya Rao,Accessories,Keyboard,North,Punjab,2,2347,0.15,3989.9,3031.49,958.41,UPI
ORD1292,2026-05-11,CUST1045,Meera Nair,Furniture,Bookshelf,West,Gujarat,6,6045,0.1,32643.0,25215.86,7427.14,Credit Card
ORD1293,2026-01-15,CUST1043,Neha Joshi,Furniture,Table Lamp,West,Gujarat,7,1153,0,8071,5955.4,2115.6,UPI
ORD1294,2026-01-04,CUST1034,Rahul Verma,Furniture,Office Chair,South,Telangana,1,16493,0,16493,12354.37,4138.63,Credit Card
ORD1295,2026-04-06,CUST1028,Rahul Verma,Furniture,Office Chair,West,Gujarat,5,17284,0,86420,70913.82,15506.18,Net Banking
ORD1296,2026-01-17,CUST1032,Nikhil Shinde,Office Supplies,Notebook,South,Karnataka,2,262,0.1,471.6,348.21,123.39,Credit Card
ORD1297,2026-04-05,CUST1048,Akash Yadav,Furniture,Desk,West,Maharashtra,2,11179,0.15,19004.3,15113.57,3890.73,UPI
ORD1298,2026-01-12,CUST1003,Riya Desai,Electronics,Laptop,North,Delhi,1,73013,0.1,65711.7,46959.81,18751.89,Cash
ORD1299,2026-02-27,CUST1024,Sneha Kulkarni,Office Supplies,Printer Paper,West,Goa,7,377,0.05,2507.05,1731.19,775.86,Net Banking
ORD1300,2026-06-22,CUST1030,Ananya Rao,Electronics,Smartphone,East,West Bengal,4,29753,0.15,101160.2,88532.13,12628.07,Debit Card
ORD1301,2026-03-25,CUST1020,Kavya Iyer,Electronics,Headphones,South,Telangana,8,5730,0,45840,32817.73,13022.27,Credit Card
ORD1302,2026-04-29,CUST1001,Meera Nair,Office Supplies,Stapler,North,Delhi,8,422,0,3376,2736.05,639.95,UPI
ORD1303,2026-03-01,CUST1047,Ananya Rao,Office Supplies,Stapler,East,Bihar,1,445,0.05,422.75,262.27,160.48,UPI
ORD1304,2026-02-22,CUST1018,Rohan Mehta,Furniture,Table Lamp,North,Haryana,8,2519,0,20152,17589.98,2562.02,UPI
ORD1305,2026-03-01,CUST1026,Rohan Mehta,Accessories,Keyboard,North,Haryana,8,2225,0,17800,13723.81,4076.19,Net Banking
ORD1306,2026-05-26,CUST1045,Kunal More,Electronics,Smartphone,South,Tamil Nadu,3,46507,0,139521,97083.7,42437.3,Debit Card
ORD1307,2026-04-26,CUST1007,Neha Joshi,Office Supplies,Notebook,West,Maharashtra,2,139,0,278,182.2,95.8,Cash
ORD1308,2026-04-30,CUST1020,Omkar Pawar,Office Supplies,Printer Paper,North,Punjab,2,458,0.15,778.6,555.26,223.34,Debit Card
ORD1309,2026-01-31,CUST1006,Pooja Shah,Electronics,Headphones,South,Karnataka,5,2491,0.15,10586.75,6674.8,3911.95,Debit Card
ORD1310,2026-04-12,CUST1036,Riya Desai,Electronics,Smartphone,East,Odisha,5,37584,0,187920,118029.05,69890.95,Credit Card
ORD1311,2026-01-25,CUST1013,Sahil Khan,Accessories,Mouse,North,Delhi,3,608,0,1824,1136.55,687.45,Debit Card
ORD1312,2026-06-25,CUST1042,Omkar Pawar,Electronics,Headphones,West,Maharashtra,5,5970,0,29850,18676.19,11173.81,Credit Card
ORD1313,2026-01-24,CUST1026,Tanvi Jain,Office Supplies,Printer Paper,East,Bihar,1,312,0.1,280.8,177.79,103.01,UPI
ORD1314,2026-04-08,CUST1029,Vikram Singh,Accessories,Keyboard,South,Tamil Nadu,6,1407,0,8442,7227.7,1214.3,UPI
ORD1315,2026-06-07,CUST1006,Rahul Verma,Furniture,Table Lamp,East,West Bengal,5,3451,0.1,15529.5,11291.78,4237.72,Cash
ORD1316,2026-02-05,CUST1023,Tanvi Jain,Accessories,Keyboard,East,Bihar,4,1516,0.15,5154.4,4260.94,893.46,Net Banking
ORD1317,2026-05-05,CUST1039,Pooja Shah,Office Supplies,Stapler,West,Gujarat,6,409,0.1,2208.6,1524.63,683.97,UPI
ORD1318,2026-03-13,CUST1016,Pooja Shah,Electronics,Smartphone,North,Delhi,6,48912,0.15,249451.2,219491.49,29959.71,Debit Card
ORD1319,2026-05-17,CUST1016,Nikhil Shinde,Electronics,Smartphone,North,Delhi,7,32379,0.05,215320.35,185854.53,29465.82,Debit Card
ORD1320,2026-06-28,CUST1013,Tanvi Jain,Office Supplies,Stapler,North,Haryana,1,422,0.05,400.9,347.33,53.57,Net Banking
ORD1321,2026-03-21,CUST1034,Tanvi Jain,Furniture,Desk,North,Delhi,1,15035,0,15035,9541.27,5493.73,UPI
ORD1322,2026-03-26,CUST1002,Vikram Singh,Furniture,Bookshelf,South,Karnataka,6,5637,0,33822,29049.14,4772.86,Net Banking
ORD1323,2026-06-30,CUST1046,Sahil Khan,Furniture,Office Chair,West,Gujarat,2,17687,0.15,30067.9,25370.51,4697.39,Net Banking
ORD1324,2026-01-26,CUST1032,Kunal More,Office Supplies,Printer Paper,East,Bihar,6,404,0,2424,2117.91,306.09,Credit Card
ORD1325,2026-05-24,CUST1012,Aarav Sharma,Office Supplies,Stapler,South,Karnataka,3,234,0.1,631.8,442.12,189.68,Net Banking
ORD1326,2026-04-11,CUST1010,Kunal More,Electronics,Smartphone,West,Gujarat,6,29932,0.15,152653.2,103412.28,49240.92,UPI
ORD1327,2026-03-02,CUST1001,Rahul Verma,Office Supplies,Stapler,South,Tamil Nadu,3,283,0,849,707.75,141.25,Credit Card
ORD1328,2026-03-05,CUST1029,Meera Nair,Electronics,Headphones,West,Gujarat,5,4071,0,20355,16432.74,3922.26,Credit Card
ORD1329,2026-04-16,CUST1037,Pooja Shah,Accessories,USB Hub,West,Gujarat,7,2305,0.05,15328.25,11679.61,3648.64,Credit Card
ORD1330,2026-04-26,CUST1005,Kunal More,Electronics,Headphones,South,Karnataka,1,7747,0.05,7359.65,4601.4,2758.25,Credit Card
ORD1331,2026-04-07,CUST1039,Kavya Iyer,Furniture,Desk,West,Gujarat,2,18992,0.15,32286.4,27923.76,4362.64,Cash
ORD1332,2026-06-30,CUST1007,Kunal More,Electronics,Laptop,North,Delhi,3,79133,0.15,201789.15,171790.34,29998.81,Credit Card
ORD1333,2026-02-18,CUST1026,Nikhil Shinde,Accessories,Keyboard,West,Maharashtra,5,2969,0.05,14102.75,9834.19,4268.56,Net Banking
ORD1334,2026-05-06,CUST1041,Kavya Iyer,Furniture,Office Chair,South,Telangana,6,5893,0,35358,25852.98,9505.02,Cash
ORD1335,2026-02-21,CUST1008,Ananya Rao,Electronics,Monitor,West,Gujarat,4,9421,0,37684,29616.97,8067.03,Cash
ORD1336,2026-05-01,CUST1024,Sahil Khan,Accessories,USB Hub,East,West Bengal,5,2332,0,11660,9175.08,2484.92,Debit Card
ORD1337,2026-02-17,CUST1037,Priya Patil,Accessories,Mouse,North,Punjab,5,491,0.1,2209.5,1637.05,572.45,Credit Card
ORD1338,2026-06-28,CUST1004,Sahil Khan,Electronics,Monitor,North,Haryana,6,10404,0.15,53060.4,38608.69,14451.71,Net Banking
ORD1339,2026-04-18,CUST1003,Akash Yadav,Accessories,USB Hub,East,Bihar,4,1672,0.1,6019.2,4199.61,1819.59,Net Banking
ORD1340,2026-05-13,CUST1013,Vikram Singh,Furniture,Office Chair,North,Delhi,8,6970,0,55760,48330.31,7429.69,UPI
ORD1341,2026-04-19,CUST1017,Kunal More,Electronics,Headphones,North,Haryana,7,6796,0,47572,41829.58,5742.42,UPI
ORD1342,2026-01-23,CUST1030,Aarav Sharma,Accessories,Backpack,South,Telangana,7,3178,0.15,18909.1,13327.0,5582.1,Net Banking
ORD1343,2026-05-31,CUST1037,Sneha Kulkarni,Accessories,Keyboard,West,Maharashtra,7,1160,0,8120,5347.28,2772.72,Debit Card
ORD1344,2026-05-18,CUST1012,Rahul Verma,Office Supplies,Stapler,East,West Bengal,5,330,0.1,1485.0,1173.51,311.49,Cash
ORD1345,2026-02-06,CUST1031,Rahul Verma,Accessories,Backpack,West,Goa,7,1058,0.05,7035.7,5625.28,1410.42,Debit Card
ORD1346,2026-01-06,CUST1044,Sneha Kulkarni,Office Supplies,Printer Paper,East,Bihar,5,668,0.05,3173.0,2198.54,974.46,Credit Card
ORD1347,2026-02-04,CUST1042,Rohan Mehta,Office Supplies,Pen Set,East,Bihar,8,480,0.05,3648.0,2517.3,1130.7,Credit Card
ORD1348,2026-04-24,CUST1011,Rohan Mehta,Furniture,Bookshelf,West,Goa,8,10171,0.15,69162.8,58475.01,10687.79,Debit Card
ORD1349,2026-05-10,CUST1016,Priya Patil,Accessories,Backpack,North,Delhi,1,1455,0,1455,975.02,479.98,Cash
ORD1350,2026-01-13,CUST1008,Aarav Sharma,Office Supplies,Stapler,East,Bihar,5,221,0.05,1049.75,875.61,174.14,Credit Card
ORD1351,2026-04-06,CUST1036,Isha Gupta,Accessories,USB Hub,East,Bihar,8,1716,0,13728,11939.73,1788.27,Debit Card
ORD1352,2026-02-11,CUST1037,Aditya Deshmukh,Office Supplies,Notebook,West,Maharashtra,2,271,0.05,514.9,322.91,191.99,Credit Card
ORD1353,2026-06-15,CUST1009,Neha Joshi,Furniture,Table Lamp,West,Gujarat,5,1646,0.1,7407.0,5580.83,1826.17,Net Banking
ORD1354,2026-01-03,CUST1030,Rahul Verma,Furniture,Table Lamp,East,Odisha,5,1833,0.05,8706.75,6357.58,2349.17,Credit Card
ORD1355,2026-04-30,CUST1042,Kavya Iyer,Office Supplies,Pen Set,South,Telangana,7,446,0.15,2653.7,1715.89,937.81,Net Banking
ORD1356,2026-03-14,CUST1021,Rahul Verma,Office Supplies,Pen Set,South,Telangana,2,450,0.1,810.0,515.64,294.36,Debit Card
ORD1357,2026-06-17,CUST1026,Kunal More,Office Supplies,Pen Set,West,Goa,3,196,0.15,499.8,409.35,90.45,Credit Card
ORD1358,2026-01-07,CUST1046,Nikhil Shinde,Accessories,USB Hub,West,Goa,5,1105,0.1,4972.5,3606.04,1366.46,Credit Card
ORD1359,2026-03-29,CUST1036,Neha Joshi,Furniture,Table Lamp,North,Haryana,8,2989,0.05,22716.4,17080.5,5635.9,Debit Card
ORD1360,2026-01-25,CUST1022,Rohan Mehta,Accessories,USB Hub,North,Haryana,5,762,0.15,3238.5,2650.25,588.25,Credit Card
ORD1361,2026-04-01,CUST1008,Tanvi Jain,Furniture,Table Lamp,South,Tamil Nadu,7,2057,0.05,13679.05,9802.92,3876.13,UPI
ORD1362,2026-06-12,CUST1020,Meera Nair,Electronics,Headphones,East,Bihar,4,5068,0.15,17231.2,11220.13,6011.07,UPI
ORD1363,2026-02-08,CUST1021,Neha Joshi,Furniture,Office Chair,East,West Bengal,6,8281,0.1,44717.4,39202.39,5515.01,UPI
ORD1364,2026-05-05,CUST1018,Aditya Deshmukh,Office Supplies,Printer Paper,West,Gujarat,3,573,0.05,1633.05,1281.89,351.16,Credit Card
ORD1365,2026-05-28,CUST1028,Tanvi Jain,Furniture,Desk,East,Odisha,2,15021,0,30042,23425.69,6616.31,Cash
ORD1366,2026-01-02,CUST1013,Aarav Sharma,Electronics,Smartphone,South,Telangana,4,52981,0.05,201327.8,174554.79,26773.01,UPI
ORD1367,2026-06-10,CUST1038,Ananya Rao,Furniture,Table Lamp,East,Bihar,6,1726,0.05,9838.2,6429.48,3408.72,Credit Card
ORD1368,2026-01-17,CUST1044,Vikram Singh,Electronics,Smartphone,South,Tamil Nadu,5,37542,0.1,168939.0,136711.57,32227.43,Debit Card
ORD1369,2026-05-06,CUST1009,Aditya Deshmukh,Office Supplies,Stapler,North,Haryana,3,216,0.1,583.2,364.48,218.72,UPI
ORD1370,2026-05-31,CUST1040,Priya Patil,Furniture,Desk,South,Telangana,6,9017,0,54102,38820.89,15281.11,Net Banking
ORD1371,2026-01-13,CUST1025,Sneha Kulkarni,Electronics,Monitor,East,Odisha,1,19708,0,19708,15753.29,3954.71,Net Banking
ORD1372,2026-03-06,CUST1027,Sneha Kulkarni,Accessories,USB Hub,West,Gujarat,3,1937,0,5811,4653.16,1157.84,Net Banking
ORD1373,2026-03-11,CUST1008,Sneha Kulkarni,Furniture,Office Chair,West,Gujarat,2,11862,0.15,20165.4,16271.04,3894.36,Cash
ORD1374,2026-02-20,CUST1003,Riya Desai,Furniture,Bookshelf,South,Karnataka,4,7808,0.05,29670.4,23822.17,5848.23,Cash
ORD1375,2026-02-23,CUST1037,Tanvi Jain,Accessories,USB Hub,West,Maharashtra,4,1177,0,4708,2934.57,1773.43,Credit Card
ORD1376,2026-01-24,CUST1017,Omkar Pawar,Electronics,Headphones,East,Odisha,2,7127,0.05,13541.3,10664.15,2877.15,UPI
ORD1377,2026-01-26,CUST1048,Sneha Kulkarni,Furniture,Desk,South,Tamil Nadu,1,21321,0.05,20254.95,14455.06,5799.89,UPI
ORD1378,2026-01-12,CUST1018,Rohan Mehta,Electronics,Laptop,East,Bihar,3,69534,0.05,198171.9,141288.07,56883.83,Debit Card
ORD1379,2026-03-29,CUST1045,Tanvi Jain,Furniture,Desk,South,Tamil Nadu,7,8865,0.1,55849.5,48600.27,7249.23,Cash
ORD1380,2026-06-16,CUST1027,Nikhil Shinde,Furniture,Desk,North,Delhi,3,8852,0,26556,23242.02,3313.98,Cash
ORD1381,2026-05-26,CUST1032,Sneha Kulkarni,Accessories,Mouse,North,Punjab,7,771,0.05,5127.15,3993.81,1133.34,Cash
